fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,08,33,"TAMIL NADU",596,VILLUPPURAM,IGNWPS,22729,6666,835,2073,13155,16727,22647,2024-08-01
2023-2024,08,34,PUDUCHERRY,600,PONDICHERRY,IGNWPS,9959,1502,37,8046,374,1342,0,2024-08-01
2023-2024,08,35,"ANDAMAN AND NICOBAR",632,"NORTH AND MIDDLE ANDAMAN",IGNWPS,366,0,0,366,0,198,360,2024-08-01
2023-2024,08,36,TELANGANA,514,NALGONDA,IGNWPS,10409,2251,1360,698,6100,10241,8744,2024-08-01
2023-2024,08,36,TELANGANA,683,"RAJANNA SIRCILLA",IGNWPS,1562,415,52,156,939,1539,1518,2024-08-01
2023-2024,08,36,TELANGANA,688,MAHABUBABAD,IGNWPS,3207,786,1782,2,637,2770,2520,2024-08-01
2023-2024,08,36,TELANGANA,690,"BHADRADRI KOTHAGUDEM",IGNWPS,4939,579,1776,21,2563,4869,4254,2024-08-01
2023-2024,08,36,TELANGANA,691,SANGAREDDY,IGNWPS,9458,2316,329,634,6179,9414,8548,2024-08-01
2023-2024,08,36,TELANGANA,692,SIDDIPET,IGNWPS,6158,1383,78,444,4253,6148,5606,2024-08-01
2023-2024,08,36,TELANGANA,694,NAGARKURNOOL,IGNWPS,7733,1703,1571,415,4044,7499,6963,2024-08-01
2023-2024,08,36,TELANGANA,699,"KOMARAM BHEEM ASIFABAD",IGNWPS,5655,1146,2548,169,1792,5148,4494,2024-08-01
2023-2024,08,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNWPS,1291,56,4,88,1143,274,1,2024-08-01
2023-2024,08,5,UTTARAKHAND,52,"PAURI GARHWAL",IGNWPS,559,89,0,466,4,168,58,2024-08-01
2023-2024,08,6,HARYANA,604,MEWAT,IGNWPS,5423,581,0,2119,2723,3244,1028,2024-08-01
2023-2024,08,6,HARYANA,67,KARNAL,IGNWPS,9927,1117,0,7686,1124,6001,3452,2024-08-01
2023-2024,08,6,HARYANA,68,KURUKSHETRA,IGNWPS,4388,1090,0,2072,1226,3053,1958,2024-08-01
2023-2024,08,7,DELHI,671,"NORTH WEST- II",IGNWPS,2779,34,1,2727,17,2762,2265,2024-08-01
2023-2024,08,7,DELHI,83,SOUTH,IGNWPS,3544,53,3,3466,22,3511,3057,2024-08-01
2023-2024,08,8,RAJASTHAN,102,JAIPUR,IGNWPS,11873,3361,1571,2970,3971,11198,11673,2024-08-01
2023-2024,08,8,RAJASTHAN,105,JHALAWAR,IGNWPS,7155,1920,999,902,3334,6538,6527,2024-08-01
2023-2024,08,8,RAJASTHAN,111,PALI,IGNWPS,10645,3195,1143,1288,5019,8613,9260,2024-08-01
2023-2024,08,8,RAJASTHAN,89,BARAN,IGNWPS,8304,2413,1981,913,2997,6910,6570,2024-08-01
2023-2024,08,8,RAJASTHAN,92,BHILWARA,IGNWPS,18635,4665,3085,2303,8582,15475,15218,2024-08-01
2023-2024,08,8,RAJASTHAN,96,CHURU,IGNWPS,15335,4789,115,3598,6833,12061,12624,2024-08-01
2023-2024,08,8,RAJASTHAN,99,DUNGARPUR,IGNWPS,20896,1062,16373,1289,2172,15882,17398,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",129,BARABANKI,IGNWPS,34491,11632,9,5080,17770,9143,15630,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",131,BASTI,IGNWPS,18947,2370,25,4460,12092,2617,8148,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",137,DEORIA,IGNWPS,16970,2956,630,3223,10161,2392,6936,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",138,ETAH,IGNWPS,10261,1735,0,1823,6703,2795,4964,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",147,GONDA,IGNWPS,29327,6553,0,10803,11971,4326,13839,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",153,JHANSI,IGNWPS,6640,3018,6,741,2875,2437,4148,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",167,MATHURA,IGNWPS,14728,4931,0,3662,6135,3342,6775,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",174,PRATAPGARH,IGNWPS,19548,6402,0,4404,8742,3766,10263,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",176,RAMPUR,IGNWPS,23245,3169,0,7868,12208,3655,8842,2024-08-01
2023-2024,08,9,"UTTAR PRADESH",185,SULTANPUR,IGNWPS,15572,4141,0,6347,5084,1837,8961,2024-08-01
2023-2024,12,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNWPS,453,0,18,434,1,180,5,2024-08-01
2023-2024,12,1,"JAMMU AND KASHMIR",620,KISHTWAR,IGNWPS,229,0,0,229,0,209,1,2024-08-01
2023-2024,12,1,"JAMMU AND KASHMIR",626,GANDERWAL,IGNWPS,192,1,54,71,66,144,68,2024-08-01
2023-2024,12,1,"JAMMU AND KASHMIR",627,REASI,IGNWPS,89,1,36,51,1,85,0,2024-08-01
2023-2024,12,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNWPS,446,5,9,223,209,446,307,2024-08-01
2023-2024,12,10,BIHAR,191,BEGUSARAI,IGNWPS,17082,3313,92,9781,3896,13612,13806,2024-08-01
2023-2024,12,10,BIHAR,192,BHAGALPUR,IGNWPS,15318,1879,255,12372,812,9961,12203,2024-08-01
2023-2024,12,10,BIHAR,193,BHOJPUR,IGNWPS,10092,2050,126,4385,3531,5455,7795,2024-08-01
2023-2024,12,10,BIHAR,202,KHAGARIA,IGNWPS,15163,1623,271,11498,1771,10253,12412,2024-08-01
2023-2024,12,10,BIHAR,204,LAKHISARAI,IGNWPS,4116,684,34,1588,1810,2883,3181,2024-08-01
2023-2024,12,10,BIHAR,208,MUZAFFARPUR,IGNWPS,36542,7704,128,26564,2146,24860,30758,2024-08-01
2023-2024,12,10,BIHAR,209,NALANDA,IGNWPS,15769,3326,174,8313,3956,10427,12330,2024-08-01
2023-2024,12,10,BIHAR,215,ROHTAS,IGNWPS,12709,1549,147,9748,1265,8417,9737,2024-08-01
2023-2024,12,10,BIHAR,219,SHEIKHPURA,IGNWPS,3162,415,11,2091,645,2315,2419,2024-08-01
2023-2024,12,10,BIHAR,222,SIWAN,IGNWPS,14782,3019,844,5993,4926,9558,11867,2024-08-01
2023-2024,12,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNWPS,78,0,78,0,0,51,0,2024-08-01
2023-2024,12,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNWPS,290,0,290,0,0,198,0,2024-08-01
2023-2024,12,13,NAGALAND,244,DIMAPUR,IGNWPS,569,0,557,5,7,0,0,2024-08-01
2023-2024,12,13,NAGALAND,245,KOHIMA,IGNWPS,490,0,490,0,0,138,0,2024-08-01
2023-2024,12,14,MANIPUR,258,TAMENGLONG,IGNWPS,292,0,201,91,0,144,0,2024-08-01
2023-2024,12,15,MIZORAM,265,LUNGLEI,IGNWPS,365,0,349,16,0,225,103,2024-08-01
2023-2024,12,15,MIZORAM,266,MAMIT,IGNWPS,247,0,246,1,0,168,203,2024-08-01
2023-2024,12,15,MIZORAM,727,SAITUAL,IGNWPS,51,0,50,1,0,51,51,2024-08-01
2023-2024,12,16,TRIPURA,655,UNAKOTI,IGNWPS,1442,275,332,583,252,823,1,2024-08-01
2023-2024,12,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNWPS,2487,13,2364,96,14,1377,556,2024-08-01
2023-2024,12,17,MEGHALAYA,279,"WEST KHASI HILLS",IGNWPS,873,1,864,7,1,642,277,2024-08-01
2023-2024,12,17,MEGHALAYA,656,"NORTH GARO HILLS",IGNWPS,234,0,231,3,0,134,13,2024-08-01
2023-2024,12,17,MEGHALAYA,657,"EAST JAINTIA HILLS",IGNWPS,344,0,206,138,0,220,51,2024-08-01
2023-2024,12,18,ASSAM,280,BARPETA,IGNWPS,4815,84,16,4678,37,3956,3896,2024-08-01
2023-2024,12,18,ASSAM,284,DHEMAJI,IGNWPS,2541,176,1062,378,925,2107,1954,2024-08-01
2023-2024,12,18,ASSAM,293,KARIMGANJ,IGNWPS,3767,175,7,3508,77,3444,2544,2024-08-01
2023-2024,12,18,ASSAM,299,"DIMA HASAO",IGNWPS,581,3,348,186,44,514,581,2024-08-01
2023-2024,12,18,ASSAM,300,SIVASAGAR,IGNWPS,4011,171,101,2399,1340,3316,3317,2024-08-01
2023-2024,12,18,ASSAM,302,TINSUKIA,IGNWPS,3892,136,288,2690,778,2991,2842,2024-08-01
2023-2024,12,18,ASSAM,617,UDALGURI,IGNWPS,4371,535,1843,1489,504,3593,2689,2024-08-01
2023-2024,12,18,ASSAM,707,"SOUTH SALMARA-MANCACHAR",IGNWPS,2307,38,0,2265,4,1606,1080,2024-08-01
2023-2024,12,18,ASSAM,708,CHARAIDEO,IGNWPS,1893,20,20,1523,330,1408,1890,2024-08-01
2023-2024,12,19,"WEST BENGAL",316,MALDAH,IGNWPS,37405,6758,2274,27963,401,36152,34356,2024-08-01
2023-2024,12,19,"WEST BENGAL",664,ALIPURDUAR,IGNWPS,13046,4968,3091,4981,5,12762,11891,2024-08-01
2023-2024,12,19,"WEST BENGAL",702,KALIMPONG,IGNWPS,1006,119,299,571,16,1000,1005,2024-08-01
2023-2024,12,19,"WEST BENGAL",704,"PASCHIM BURDWAN",IGNWPS,7850,3910,1122,2809,4,7690,7716,2024-08-01
2023-2024,12,2,"HIMACHAL PRADESH",16,CHAMBA,IGNWPS,2384,540,493,1298,53,334,0,2024-08-01
2023-2024,12,2,"HIMACHAL PRADESH",18,KANGRA,IGNWPS,3646,1024,285,1182,1155,1571,0,2024-08-01
2023-2024,12,2,"HIMACHAL PRADESH",20,KULLU,IGNWPS,1247,484,12,715,36,524,0,2024-08-01
2023-2024,12,2,"HIMACHAL PRADESH",22,MANDI,IGNWPS,2849,638,35,1974,202,872,0,2024-08-01
2023-2024,12,20,JHARKHAND,336,LOHARDAGA,IGNWPS,4037,244,1652,1760,381,3959,367,2024-08-01
2023-2024,12,21,ODISHA,347,BARGARH,IGNWPS,16294,2009,2141,8263,3881,16188,8021,2024-08-01
2023-2024,12,21,ODISHA,355,JAGATSINGHAPUR,IGNWPS,10743,1559,27,6345,2812,10445,4208,2024-08-01
2023-2024,12,21,ODISHA,362,KHORDHA,IGNWPS,17174,657,149,14525,1843,17170,10468,2024-08-01
2023-2024,12,21,ODISHA,364,MALKANGIRI,IGNWPS,10197,1258,4079,4785,75,10196,3497,2024-08-01
2023-2024,12,21,ODISHA,367,NAYAGARH,IGNWPS,12211,892,394,8109,2816,11857,8269,2024-08-01
2023-2024,12,21,ODISHA,368,NUAPADA,IGNWPS,8902,672,1607,4465,2158,8669,4313,2024-08-01
2023-2024,12,21,ODISHA,370,RAYAGADA,IGNWPS,23899,2604,12878,6296,2121,22335,6262,2024-08-01
2023-2024,12,22,CHHATTISGARH,377,DHAMTARI,IGNWPS,7537,153,801,5393,1190,6734,839,2024-08-01
2023-2024,12,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNWPS,5245,895,326,2348,1676,4547,428,2024-08-01
2023-2024,12,22,CHHATTISGARH,759,"KHAIRAGARH CHHUIKHADAN GANDAI",IGNWPS,2894,357,343,295,1899,2773,1484,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",392,BALAGHAT,IGNWPS,54361,5465,13337,1447,34112,34546,9909,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",394,BETUL,IGNWPS,21376,2984,7927,1148,9317,13144,6610,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",406,GUNA,IGNWPS,10048,2211,2223,751,4863,4797,2720,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",409,HOSHANGABAD,IGNWPS,15741,3244,3808,1538,7151,9772,4716,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",415,MANDLA,IGNWPS,24757,1428,14392,567,8370,15435,6628,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",419,NEEMUCH,IGNWPS,10278,2057,1561,1414,5246,5486,2633,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",423,RATLAM,IGNWPS,21401,4576,7254,2852,6719,11130,7749,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",424,REWA,IGNWPS,20754,4093,4051,5148,7462,8384,4242,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",425,SAGAR,IGNWPS,29709,7925,4364,2854,14566,14391,6419,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",431,SHEOPUR,IGNWPS,7367,1217,3719,261,2170,3741,1803,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",432,SHIVPURI,IGNWPS,17029,3810,6055,793,6371,7283,5407,2024-08-01
2023-2024,12,23,"MADHYA PRADESH",436,UMARIA,IGNWPS,8914,813,4909,900,2292,4737,2360,2024-08-01
2023-2024,12,24,GUJARAT,438,AHMADABAD,IGNWPS,49912,2400,239,43122,4143,49087,34634,2024-08-01
2023-2024,12,24,GUJARAT,447,JAMNAGAR,IGNWPS,7440,326,8,4354,2751,7403,7378,2024-08-01
2023-2024,12,24,GUJARAT,448,JUNAGADH,IGNWPS,3402,354,65,1621,1362,3402,3402,2024-08-01
2023-2024,12,24,GUJARAT,451,MAHESANA,IGNWPS,17130,718,210,11009,5192,16993,16235,2024-08-01
2023-2024,12,24,GUJARAT,455,PATAN,IGNWPS,21396,1399,179,9517,10298,21222,21069,2024-08-01
2023-2024,12,24,GUJARAT,456,PORBANDAR,IGNWPS,5292,317,56,1183,3736,5225,5245,2024-08-01
2023-2024,12,24,GUJARAT,461,VADODARA,IGNWPS,16321,1129,1191,12508,1492,16259,16002,2024-08-01
2023-2024,12,24,GUJARAT,462,VALSAD,IGNWPS,11888,648,3351,7145,744,11655,11533,2024-08-01
2023-2024,12,24,GUJARAT,674,"DEVBHUMI DWARKA",IGNWPS,5177,118,25,3488,1546,5116,5106,2024-08-01
2023-2024,12,27,MAHARASHTRA,469,AURANGABAD,IGNWPS,880,6,0,873,1,815,428,2024-08-01
2023-2024,12,27,MAHARASHTRA,471,BHANDARA,IGNWPS,6805,834,290,3350,2331,6317,6791,2024-08-01
2023-2024,12,27,MAHARASHTRA,477,HINGOLI,IGNWPS,761,25,0,733,3,697,72,2024-08-01
2023-2024,12,27,MAHARASHTRA,486,NANDURBAR,IGNWPS,7707,282,4850,2112,463,7386,1358,2024-08-01
2023-2024,12,27,MAHARASHTRA,498,WARDHA,IGNWPS,1060,102,122,639,197,851,320,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",502,ANANTAPUR,IGNWPS,47195,7638,1980,7642,29935,30893,37701,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",504,CUDDAPAH,IGNWPS,40004,7787,985,14275,16957,23126,27371,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",511,KURNOOL,IGNWPS,40648,8009,1047,6397,25195,24315,31817,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",519,SRIKAKULAM,IGNWPS,52102,4014,3288,2986,41814,34607,39422,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",745,"Alluri Sitharama Raju",IGNWPS,7100,190,422,1209,5279,7100,7086,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",753,Annamayya,IGNWPS,8090,2227,452,2519,2892,8090,8076,2024-08-01
2023-2024,12,28,"ANDHRA PRADESH",755,Nandyal,IGNWPS,4874,1852,436,1309,1277,4874,4867,2024-08-01
2023-2024,12,29,KARNATAKA,527,BELGAUM,IGNWPS,35339,2577,1103,4928,26731,33349,22121,2024-08-01
2023-2024,12,29,KARNATAKA,547,SHIMOGA,IGNWPS,10173,1156,229,2410,6378,9953,6922,2024-08-01
2023-2024,12,29,KARNATAKA,550,"UTTARA KANNADA",IGNWPS,11515,1075,226,618,9596,11409,8894,2024-08-01
2023-2024,12,3,PUNJAB,27,AMRITSAR,IGNWPS,638,1,0,637,0,429,622,2024-08-01
2023-2024,12,3,PUNJAB,38,MOGA,IGNWPS,556,2,0,551,3,335,515,2024-08-01
2023-2024,12,3,PUNJAB,39,MUKTSAR,IGNWPS,753,52,0,699,2,574,753,2024-08-01
2023-2024,12,30,GOA,551,"NORTH GOA",IGNWPS,2910,74,255,1879,702,2703,58,2024-08-01
2023-2024,12,32,KERALA,564,PATHANAMTHITTA,IGNWPS,11982,1136,216,10630,0,11416,6812,2024-08-01
2023-2024,12,32,KERALA,567,WAYANAD,IGNWPS,10278,394,1535,8349,0,9956,7798,2024-08-01
2023-2024,12,33,"TAMIL NADU",568,CHENNAI,IGNWPS,41148,12261,0,636,28251,20720,40810,2024-08-01
2023-2024,12,33,"TAMIL NADU",569,COIMBATORE,IGNWPS,16456,5899,487,697,9373,14117,16379,2024-08-01
2023-2024,12,33,"TAMIL NADU",571,DHARMAPURI,IGNWPS,9204,1399,272,5641,1892,8290,9155,2024-08-01
2023-2024,12,33,"TAMIL NADU",586,THANJAVUR,IGNWPS,12773,2910,0,7901,1962,11349,12734,2024-08-01
2023-2024,12,33,"TAMIL NADU",588,THENI,IGNWPS,15704,1315,25,4034,10330,10380,15603,2024-08-01
2023-2024,12,33,"TAMIL NADU",591,THIRUCHIRAPPALLI,IGNWPS,21075,2817,67,37,18154,20341,21052,2024-08-01
2023-2024,12,35,"ANDAMAN AND NICOBAR",603,NICOBARS,IGNWPS,229,0,227,2,0,172,214,2024-08-01
2023-2024,12,36,TELANGANA,681,JAGITIAL,IGNWPS,5733,1147,266,478,3842,4979,5523,2024-08-01
2023-2024,12,36,TELANGANA,683,"RAJANNA SIRCILLA",IGNWPS,1562,415,52,156,939,1539,1518,2024-08-01
2023-2024,12,36,TELANGANA,685,KAMAREDDY,IGNWPS,8641,2151,1410,481,4599,8089,8211,2024-08-01
2023-2024,12,36,TELANGANA,687,"JAYASHANKAR BHOOPALPALLI",IGNWPS,4018,848,244,215,2711,3138,3795,2024-08-01
2023-2024,12,36,TELANGANA,692,SIDDIPET,IGNWPS,6158,1383,78,444,4253,6148,5606,2024-08-01
2023-2024,12,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",465,"DADRA AND NAGAR HAVELI",IGNWPS,1979,23,1886,0,70,0,0,2024-08-01
2023-2024,12,5,UTTARAKHAND,51,NAINITAL,IGNWPS,1871,296,0,1572,3,1016,934,2024-08-01
2023-2024,12,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNWPS,4132,717,651,1581,1183,1703,3245,2024-08-01
2023-2024,12,6,HARYANA,58,AMBALA,IGNWPS,5246,1451,0,2695,1100,3832,2392,2024-08-01
2023-2024,12,6,HARYANA,61,FATEHABAD,IGNWPS,6831,1786,0,4153,892,3893,1775,2024-08-01
2023-2024,12,6,HARYANA,619,PALWAL,IGNWPS,3242,702,0,1860,680,1900,1406,2024-08-01
2023-2024,12,6,HARYANA,62,GURUGRAM,IGNWPS,6812,1533,0,3607,1672,3630,1146,2024-08-01
2023-2024,12,6,HARYANA,66,KAITHAL,IGNWPS,9200,2748,0,4319,2133,5342,2564,2024-08-01
2023-2024,12,6,HARYANA,76,YAMUNANAGAR,IGNWPS,8814,1360,0,5707,1747,5281,2487,2024-08-01
2023-2024,12,7,DELHI,77,CENTRAL,IGNWPS,3673,123,0,3541,9,3642,3506,2024-08-01
2023-2024,12,7,DELHI,78,EAST,IGNWPS,5444,53,2,5370,19,5419,5356,2024-08-01
2023-2024,12,8,RAJASTHAN,102,JAIPUR,IGNWPS,11873,3361,1571,2970,3971,11198,11673,2024-08-01
2023-2024,12,8,RAJASTHAN,107,JODHPUR,IGNWPS,12174,3571,927,3280,4396,10022,10911,2024-08-01
2023-2024,12,8,RAJASTHAN,114,SIKAR,IGNWPS,7728,2113,297,1930,3388,6926,7127,2024-08-01
2023-2024,12,8,RAJASTHAN,90,BARMER,IGNWPS,16057,3201,1378,3441,8037,13477,13811,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",122,AURAIYA,IGNWPS,7464,2604,0,1692,3168,2296,3158,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",135,CHANDAULI,IGNWPS,18301,6466,0,3716,8119,3716,8490,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",140,AYODHYA,IGNWPS,13399,3865,0,3397,6137,2808,6801,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",147,GONDA,IGNWPS,29327,6553,0,10803,11971,4326,13839,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",148,GORAKHPUR,IGNWPS,7702,2231,18,720,4733,650,2949,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",150,HARDOI,IGNWPS,52789,24159,0,8464,20166,6765,17125,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",152,JAUNPUR,IGNWPS,30073,7584,0,5818,16671,4699,14592,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",157,"KANPUR NAGAR",IGNWPS,15562,1626,0,11904,2032,3253,6372,2024-08-01
2023-2024,12,9,"UTTAR PRADESH",158,KAUSHAMBI,IGNWPS,6341,2891,0,1082,2368,1796,3215,2024-08-01
2023-2024,09,1,"JAMMU AND KASHMIR",10,POONCH,IGNWPS,374,0,88,263,23,172,0,2024-08-01
2023-2024,09,1,"JAMMU AND KASHMIR",625,SHOPIAN,IGNWPS,455,0,47,408,0,413,315,2024-08-01
2023-2024,09,1,"JAMMU AND KASHMIR",626,GANDERWAL,IGNWPS,191,1,54,70,66,143,67,2024-08-01
2023-2024,09,10,BIHAR,189,AURANAGABAD,IGNWPS,7134,2132,81,4433,488,4216,5602,2024-08-01
2023-2024,09,10,BIHAR,190,BANKA,IGNWPS,11415,2053,436,7390,1536,7885,9521,2024-08-01
2023-2024,09,10,BIHAR,192,BHAGALPUR,IGNWPS,15318,1879,255,12372,812,9961,12203,2024-08-01
2023-2024,09,10,BIHAR,194,BUXAR,IGNWPS,7176,1312,117,5240,507,5178,5935,2024-08-01
2023-2024,09,10,BIHAR,196,GAYA,IGNWPS,15236,6590,87,7644,915,11236,11618,2024-08-01
2023-2024,09,10,BIHAR,202,KHAGARIA,IGNWPS,15163,1623,271,11498,1771,10253,12412,2024-08-01
2023-2024,09,10,BIHAR,210,NAWADA,IGNWPS,6465,2275,73,1552,2565,4176,4933,2024-08-01
2023-2024,09,10,BIHAR,212,PATNA,IGNWPS,21266,3921,149,11884,5312,11657,12657,2024-08-01
2023-2024,09,10,BIHAR,219,SHEIKHPURA,IGNWPS,3162,415,11,2091,645,2315,2419,2024-08-01
2023-2024,09,10,BIHAR,224,VAISHALI,IGNWPS,25170,6390,112,5108,13560,17553,21438,2024-08-01
2023-2024,09,11,SIKKIM,227,"SOUTH DISTRICT",IGNWPS,315,37,94,100,84,0,141,2024-08-01
2023-2024,09,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNWPS,290,0,290,0,0,198,0,2024-08-01
2023-2024,09,12,"ARUNACHAL PRADESH",233,"KURUNG KUMEY",IGNWPS,391,0,391,0,0,168,0,2024-08-01
2023-2024,09,12,"ARUNACHAL PRADESH",243,"WEST SIANG",IGNWPS,351,0,351,0,0,231,2,2024-08-01
2023-2024,09,12,"ARUNACHAL PRADESH",679,SIANG,IGNWPS,123,0,123,0,0,97,0,2024-08-01
2023-2024,09,12,"ARUNACHAL PRADESH",718,KAMLE,IGNWPS,145,0,145,0,0,86,0,2024-08-01
2023-2024,09,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNWPS,74,0,74,0,0,43,0,2024-08-01
2023-2024,09,13,NAGALAND,245,KOHIMA,IGNWPS,490,0,490,0,0,138,0,2024-08-01
2023-2024,09,13,NAGALAND,250,WOKHA,IGNWPS,407,0,407,0,0,0,0,2024-08-01
2023-2024,09,14,MANIPUR,257,SENAPATI,IGNWPS,664,0,541,122,1,315,0,2024-08-01
2023-2024,09,15,MIZORAM,268,SERCHHIP,IGNWPS,169,0,166,3,0,153,158,2024-08-01
2023-2024,09,16,TRIPURA,269,DHALAI,IGNWPS,1760,366,840,386,168,289,0,2024-08-01
2023-2024,09,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNWPS,2444,13,2322,95,14,1336,523,2024-08-01
2023-2024,09,17,MEGHALAYA,275,"WEST JAINTIA HILLS",IGNWPS,549,0,490,57,2,276,57,2024-08-01
2023-2024,09,17,MEGHALAYA,657,"EAST JAINTIA HILLS",IGNWPS,339,0,202,137,0,216,47,2024-08-01
2023-2024,09,18,ASSAM,284,DHEMAJI,IGNWPS,2514,175,1049,378,912,2080,1928,2024-08-01
2023-2024,09,18,ASSAM,291,KAMRUP,IGNWPS,5270,258,243,4489,280,4362,3066,2024-08-01
2023-2024,09,18,ASSAM,301,SONITPUR,IGNWPS,3897,43,93,3567,194,2469,2412,2024-08-01
2023-2024,09,18,ASSAM,612,CHIRANG,IGNWPS,1935,182,857,533,363,1302,1778,2024-08-01
2023-2024,09,18,ASSAM,708,CHARAIDEO,IGNWPS,1893,20,20,1523,330,1408,1890,2024-08-01
2023-2024,09,18,ASSAM,709,HOJAI,IGNWPS,3165,411,134,2488,132,1910,2210,2024-08-01
2023-2024,09,19,"WEST BENGAL",306,"PURBA BURDWAN",IGNWPS,65167,27388,5870,29904,1975,64313,56954,2024-08-01
2023-2024,09,19,"WEST BENGAL",314,JALPAIGURI,IGNWPS,20301,7846,2181,9821,436,19512,15172,2024-08-01
2023-2024,09,19,"WEST BENGAL",315,KOLKATA,IGNWPS,16594,0,0,16593,0,16501,13802,2024-08-01
2023-2024,09,2,"HIMACHAL PRADESH",26,UNA,IGNWPS,2011,409,39,803,760,858,0,2024-08-01
2023-2024,09,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNWPS,10373,500,3385,4745,1743,10273,5730,2024-08-01
2023-2024,09,20,JHARKHAND,329,GIRIDIH,IGNWPS,19142,3092,1514,5917,8619,18898,9625,2024-08-01
2023-2024,09,20,JHARKHAND,338,PALAMU,IGNWPS,11081,3529,970,2839,3743,10764,2203,2024-08-01
2023-2024,09,21,ODISHA,344,ANGUL,IGNWPS,13509,2363,1803,3906,5437,13500,10691,2024-08-01
2023-2024,09,21,ODISHA,353,GAJAPATI,IGNWPS,11458,677,5877,2328,2576,11222,8234,2024-08-01
2023-2024,09,21,ODISHA,354,GANJAM,IGNWPS,47171,7153,1022,28354,10642,45660,18419,2024-08-01
2023-2024,09,21,ODISHA,356,JAJPUR,IGNWPS,19076,2085,504,12915,3572,19044,7449,2024-08-01
2023-2024,09,21,ODISHA,362,KHORDHA,IGNWPS,17065,628,142,14470,1825,17061,10363,2024-08-01
2023-2024,09,22,CHHATTISGARH,375,BILASPUR,IGNWPS,12677,911,978,7107,3681,10956,4450,2024-08-01
2023-2024,09,22,CHHATTISGARH,376,DANTEWADA,IGNWPS,5694,224,3773,1150,547,4985,2061,2024-08-01
2023-2024,09,22,CHHATTISGARH,377,DHAMTARI,IGNWPS,7502,151,786,5387,1178,6701,836,2024-08-01
2023-2024,09,22,CHHATTISGARH,383,KORBA,IGNWPS,9671,712,3533,3366,2060,8651,905,2024-08-01
2023-2024,09,22,CHHATTISGARH,385,MAHASAMUND,IGNWPS,9774,1243,2218,2013,4300,9455,3239,2024-08-01
2023-2024,09,22,CHHATTISGARH,387,RAIPUR,IGNWPS,14028,901,492,8625,4010,11746,6796,2024-08-01
2023-2024,09,22,CHHATTISGARH,649,BALRAMPUR,IGNWPS,5127,146,2179,2330,472,4744,3653,2024-08-01
2023-2024,09,23,"MADHYA PRADESH",390,ANUPPUR,IGNWPS,12244,1406,6921,717,3200,6542,2617,2024-08-01
2023-2024,09,23,"MADHYA PRADESH",391,ASHOKNAGAR,IGNWPS,8632,2411,1723,849,3649,4056,2337,2024-08-01
